Subject,Word 1,Word 2,Word 3,Word 4,Word 5,Word 6,Word 7,Word 8,Word 9,Word 10,Word 11,Word 12,Word 13,Word 14,Word 15,Word 16,Word 17,Word 18,Word 19,Word 20,Word 21,Word 22,Word 23,Word 24,Word 25,Word 26,Word 27,Word 28,Word 29,Word 30,Word 31,Word 32,Word 33,Word 34,Word 35,Word 36,Word 37,Word 38,Word 39,Word 40,Word 41,Word 42,Word 43,Word 44,Word 45,Word 46,Word 47,Word 48,Word 49,Word 50,Word 51,Word 52,Word 53,Word 54,Word 55,Word 56,Word 57,Word 58,Word 59,Word 60
3.12,গোপাল,কলম,বাক্য,তারকা,আমরা,তালিম,মাথায়,মকর,তুলসী,বোলতা,করেন,প্রমাণ,বকুল,পরম,চরিক,তাকালো,খরণ,অনাজ,মানতেই,কদম,নেতারা,সত্তিক,সেবন,ঘটনাটি,এলাকা,বিবর্ণ,নীতি,মাতাল,জলপনা,অনুমতি,গোপাল,কমল,কব্বা,কাতার,আরাম,সামিল,থামায়,রকম,শীতলা,বাতিল,কনের,প্রণাম,কবুল,মরন,চাকরি,কাতালা,নকর,আজন,মাতানই,দমক,তেনারা,সৈকত,বাসনা,ঘণ্টি,একলা,বিবর্ণ,তিনি,তমাল,জলপান,অনুমিত
3.13,গোপাল,কলম,বাক্য,তারকা,আমরা, তালিম,মাথা,মকর,তুলসী,বালতি,করেন,প্রমাণ,বকুল,নরম,চারকি,তাকলো,ধরণ,আনাজ,মানতেই,কদম,নেতারা,সেতর্ক,সেবন,ঘটনাটি ,এলাকা,বিবর্ণ,নিতে,মাচাল,জলপানা,অনুমিতি,গোপাল,কমল,বাক্য,কাতার,আরা,তামিল,জায়েগা,রকম,শীতল,বাতিল,কেনের,প্রমাণ,কবুল,মরন,চাকরি,কাতলা,নজর,আজান,মাতানেই,দমকো,নেতরা,সৈকত,বইমান,ঘটনাটি,একলা,,তিনি,তমাল,জলপান,অনুমিত
3.14,গোপাল,কলম,বাক্য,,আমরা,তমলি,মাথায় ,মকর,তুলসী,বালতি,করেন,প্রণাম,বলুন,নতুন,চরকি,তাকালো,ধরণ,অনাজ,,কদম,নেতারা ,,সেবন,ঘটনাটি,এলাকা,বিপর্ণ,নীতি,মাতাল,জলপানি,অনুমতি,গোলাপ,কলম,কাব্য্,কাতার,আরাম,তামিল,থামায়,রকম,শীতল,বাতিল,কনের,প্রণাম,কবুল,মরন,চাকরি,কাতলা,নধর,আজান,মাতানয়ে,দমক,তেনারা,সৈকত,,ঘটনাটি,একলা,বিবরণ,তিনি,তমলা,জলপান,অনুমিত
3.15,গোপাল,কলম,বাক্য,তারাকা,আমার,তালিম,মাথা,মকর,তুলসী,বালাতি,করেন,প্রমাণ,বকল,নরম,চরকি,তাকালো,ধরণ,আনাজ,মানতেই,কদম,নেতারা ,সার্থক,সেবান,ঘটানি,এলাকা,বিপর্ণ,নীতি,মাতাল,জলপানা,অনুমতি,গোপাল,কম,কাব্য্,কাতার,আমার,আমিল,থামার,রকম,শীত,বিতিল,কনের,প্রণাম,বকুল,মরন,চাকরি,কাতালা,,আজান,মাতান,দমক,তেনারা,সউকত,বাসান,ঘণ্টি,একাল,বিবার,তিনি,আমাল,জলপানা,অনুমিত
3.16,গোপাল,কমল,বাক্য,তরকা,আমরা,তামিল,মাথায়,মকর,তুলসী,বালতি,কারেন্ট,প্রমাণ,বকুল,নরম,চাকরি,তাকালু,ধরণ,আনাজ,মাতাই,কদম,নেতারা,সর্তক,সেবন,ঘটনাটি,এলাকায় ,বিবণ,নীতি,মাতাল,জলপনা,অনুমতি,গোপাল,কমল,কাব্য্,কাতার,আমার,তামিল,থাকায়ে,রকম,শীতল,বাতিল,কানের,প্রণাম,কবুল,মরন,চাকরি,কাতলা,নধর,আজান,মাতানয়ে,দমক,তেনারা,সৈকত,বাসন,ঘণ্টাটি,একলা,বিরধণ,তিনি,তমাল,জলপান,অনুমিত
3.17,গোলাপ,কমল,বাকি,তরক,আমার,আলম,মাথি,মকর,তুলসী,বাতি,করিন,পেমণ,বকুল,রিম,চরকি,তাকল,ধনী,আনজ,মানতি,কদম,নিতার,সকর,সেবন,ধটিন,এলাকা,বিবণ,নীতি,মালি,জলপান,তনুপিতি,গল্প,কমল,বাকি,তরক,আমার,তমিল,থাকি,রমক,শীতল,বাতি,কনির,প্রমাণ,কবিল,মরন,চাকির,কাতলা,নরি,আজান,মানয়ান,দমক,তেনারা,সিকম,বাঅন,ঘণ্টি,এলাম,বেবণ,তিনি,অমাল,জলপেন,অনসিমণ
3.18,গোলাপ,কমল,বাক্য,,আমার,তমল,,মাকর,তুলসী,বোতল,কেমন,,বকুল,নাম,চিকী,তুলা,ধুন,,মানতেই,কেমন,তিনকায়ে,সখী,সবান,,এলক,,তিনি,মতুল,জলপান,তুলমি,গোলাপ,কমল,বাক্য,,আমার,তুমি,থাকি,রকম,শিলি,বতল,,প্রণাম,কবল,মরন,চিকী,,,আজদিন,,দমক,তিনি,,,,,,তিনি,তমল,জলপান,অনুমত
3.19,গোলাপ,কমল,বাক্য,তারকা,আমরা,তামিল,মাথায়,মাকর,তুলসী,বালতি,করেন,প্রমাণ,বকুল,নরম,চরকি,তাকালো,ধরণ,অনাজ,মানতেই,কদম,নেতারা,সর্তক,সেবন,ঘটনাটি,এলাকা,বিবণ,নাতি ,মাতাল,জলপনা,আনুমুক্তি,গোলাপ,কমল,কাব্য্,কাতার,আরাম,তামিল,থামায়,রকম,শীতল,বাতিল,কনের,প্রণাম,কবুল,মরন,চাকরি,কাতলা,নধর,অজান,মাতানয়ে,ধমক,তেনারা,সৈকত,বাসন,ঘণ্টাটি,একলা,বিবরণ,তিনি,তমাল,জলপান,অনুমিত
3.20,গোলাপ,কমল,বাক্য,তারা,আমার ,তালিম,মাথায়,মাকড়া,তুলসী,বালতি,করন,প্রণাম,ব্যাকুল,নরম,চরকি,তাকালো,ধর্ণ,অনজ,আনতায়ে,কদম,নেতারা,সত্তক,কেবন,ঘটলাটি,এলাকা,বিবান,নীতি,মাতাল,জলপানা,আনুমতি,গোলাপ,কমল,কব্বা,কথার,আরাম,তামিল,থামায়,রকম,শীতল,বাতিল,কনের,প্রণাম,কহুল,মরন,চাকরি,কতলা,নধরও,আজান,মাতানয়ে,দামক,কেনারা,সৈকত,বিসন,ঘটনাটি,একলা,বিবণ,তিনি,তমাল,জলপান,অনুমিত
3.21,গোলাপ,কমল,বাক্য,তারকা,আমরা,তালিম,মাথায়,মকর,তুলসি,বালতি,করেন,রামন,বকুল,নরম,চরকি,তাকালো,ধরনের,আনাজ,মানতেই,কদম,নেতারা,সতরক,সেবন,ঘটনাটি,এলাকায়,বিবন্ন,নীতি,মাতাল,জলপনা,অনুমতি,গোলাপ,কমল,কাব্য,কাতার,আরাম,তামিল,থামায়,রকম,চিতল,বাতিল,করেন,প্রমাণ,কবুল,নরম,চাকরি,কাতলা,নিধর,আজান,মাতানয়ে,দকম,তেনারা,সৈকত,বাসন,ঘনটোনাটি,একলা,বিহণ,তিনি,তমাল,জলপান,অনুমিত
3.25,গোপাল,কলম,বাক্য,তারকা,আমরা,তালিম,মাথায়,মকর,তুলসী,বালতি,করেন,পেমাণ,বকুল,নরম,চরকি,তাকালো,ধরণ,আনাজ,মানতেই,কদম,নেতারা,সত্তক,কেবন,ঘটনাটি,এলাকা,বিবণ,নীতি,মাতাল,জলপানা,অনুমতি,গোলাপ,কলম,কাব্য,কাতার,আরাম,তামিল,থামায়,রকম,শীতল,বাতিল,কনের,প্রণাম,কবুল,মরন,চাকরি,কাতলা,নধর,অজানা,মাতানেই,দমক,তেনারা,সৈকত,বাসন,ঘণ্টাটি,একলা,বিবরণ,তিনি,তমাল,জলপান,অনুমতি
3.26,গোপাল,কমল,বাক্য,তরকা,আমার ,তালিম,মাথায়,মাকর,তুলসী,বালতি,করেন,প্রমাণ,বকুল,নিরাম,চরকি,তাকালো,ধরণ,আনজ,মনতেয়ে,কদম,নেতার,সক্ত,সেবান,ঘটনাটি,এলকা,বিবণ,নীতি,মাতাল,জলপান,অনুমতি,গোলাপ,কলম,বাক্য,কাতার,আমার,তামিল,থামায়,রকম,শিতিল,বালতি,কনের,প্রমাণ,কবল,মরন,চাকরি,কাতলা,নিধর,আজন,মাতায়ে,দমক,তেনার,সমুখে,বাসন,ঘটনা,একলা,বিবারণ,তিনি,তমাল,জলপান,অনুমিত
3.27,গোপাল,কলম,বাক্য,তারকা,আমরা,তালিম,মাথায়,মক্র,তুলসী ,রোমান ,করেন,প্রমাণ,বকুল ,নরম,চরকি,তাকালো,জটিলতা,আনাজ,মানতেই,বন্দে,নেতারা,মতকেয়ে,সেবন,জটনাটি,এলকা,বিবণে,নীতি,মাতাল,জলপানা,অনুমতি,গোপাল,কলম,বাক্য,কাতার,আমরা,তালিম,থামায়,করম,শীতল,বাতিল,কনের,প্রমাণ,বকুল,মনের,চাকরি,কাতলা,নয়ের,আজনা,মাতানয়ে,দমকে,তেনারা,সৈকত,বিসন,ঘুনচটি,একলা,বিভিরণ,তিনি,আমাল,জলপান,অনুমিত
3.28,গোপাল,কলম,বাক্য,তারকা,আমরা,তলিম,মাথায়,মক্র,তুলসী ,বালতি,কেরন,প্রণাম,ব্যাকুল,নরম,চরকি,তাকালো,ধারান,অনাজ,মানতেই,কদম,নিতরা,সতক,সেবেন,ঘণ্টি,একলা,বিবরণ,নীতি,মাতাল,জলপানা,তুনিমিতি,গল্প,কলম,কাব্য,কাতর,আরাম,আমিল,থামায়,রকম,শীতল,বাতিল,কেনের,পরিমাণ,কেবল,মারণ,চাকরি,কাতল,নধর,আজান,তেনাই,দমক,তোনারা,সেকত,বাসন,ঘটিন,একলা,বিরন,তিনি,আমলা,জলপান,অনুমতি
3.29,গোপাল,কলম,বাক্য,তার,আমরা,তালিম,মাথায়,মকর,তুলসী,বালিতী,করেন,প্রাণ,বকুল ,নরম,চরকি,বালক,ধর্ণ,অনাজা,মানুষ,কদম,নেতারা,সীকড়ী,সেবন,ধটি,এলাকা,বীধাণ,নীতি,মাতাল,জলপনা,তনুমিতী,গোপাল,কলম,বাক্য,কাতার,আমরা,তামিল,থামায়,রকম,শীতুল,বাতিল,কনের,প্রণাম,কবুল,মরন,চাকরি,কাতলা,ধণর,আজানা,মাতালি,,তেনুরা,সসকিত,বাসা,ঘোটি,একলা,বীবরীণ,তিনি,আমাল,জলপাত,অনুমিত
3.3,গোপাল,কোন,বাক্য,তারকা,আমরা,তালিম,মাথায়,মকর,তুলসী,বালতি,করলে ,প্রমাণ,বকুল ,নরম,চরকি,তাকালো,ধরণ,আনাজ,মানেতেই,কদম,নেতারা,সতকর,সেভেন,ঘটনাটি,একলাক,,নীতি,মাতাল,জলপানা,অনুপনতি,গোলাপ,কলম,কাবা,কাতার,আরাম,নামিল,থাকার,রকম,শীতল,বাতিল,করেন,প্রণাম,কবুল,মরন,চাকীর,কাতলা,রধুই,আজান,মাথানয়ে,দমক,তেনারা,সৈকত,,ঘণ্টি,একলা,বীরেণ,ণীণী,ণমাল,জলপানা,অনুমিত
3.30,গোলাপ,কমল,বাক্য,তারক,আমর,তালিম,মাথায়,করল,তুরলস,বালতি,করেন,প্রমাণ,বকুল,করন,চাকরি,,ধরণ,আনাজ,মানতেই,কদম,নেতারা,,সেবন,,এলাক,,নীতি,মাতাল,জলপণী,অনুমতি,গোলাপ,কলম,বাক্য,কাতার,আরাম,তামিল,,রকম,শীতল,বাতিল,করেন,প্রণাম,কবুল,মরন,,কাতাল,নধর,আজান,মাতানেই,দমক,তেনারা,,,,একল,বিবরণ,তিনি,তমাল,জলপানি,অনুমিত
3.31,গোপাল,কোমল,বাক্য,তরকা,আমরা,আলিম,মাথার,মকর,,বালিতি,করেন,প্রামণ,ব্যাকুল,,চরকি,আলকো,ধরণ,আনজ,মাতরে,কদম,নেতারা,সূত্রই,সেবন,,এলাকা,,নীতি,মাতল,জলপা,,গোলাপ,কমল,কাবস,কাতার,আরাম,তামিল,,রকম,শীতল,বাতিল,কনের,,,,,কাতল,,,,,,,,,,,,,,
3.32,গোলাপ,কমল,বাক্য,আমার,তুমি,করুন,,মকরো,,,করুন,প্রমাণ,বকুল,,,তাকলি,,আনাজ,,,নিতার,সর্তক,,ঘটনিটী,একলা,বিসণ,নীতি,মাতারা,জলপান,তইনি,গোলাপ,কমল,বাক্য,কিতার,আমার,,,,,বাতি,করন,পাণ,কিতুর,ময়েসরি,চাকিরা,কাতালা,,আজনি,মাতনিই,দম,,,ভাসান,ঘটানি,একলা,বাচার,তুনি,তমলা,জলপান,তুরুন্তি
3.33,গোলাপ,কোমল,বাক্য,তাকে,আমার,তিলিম,মাথায়,মকর,তুলি,বলতি,করেন,প্রথম,বালক,নরম,চরিক,তোলক,ধরণ,আনজ,মানিতে,কদম,নিতারা,শক্য,সবন,ঘটনি,এলাকা,বিমান,নীতি,মালার,জলপানি,অতিমি,গোলাপ,কমল,বাক্য,কাতার,আমার,তমাল,থামার,রকম,শতল,বালিক,কনের,প্রথম,কবাল,মনের,চারি,কতা,নিধর,,মানিত,দমক,তানার,,বাসন,গুনিতি,কলা,বিরকম,তুমি,তমাল,জলপানি,অমনিতে
3.35,কপাল,কলম,বাক্য,তারকা,আমরা,তামিল,মাথায়,মকর,তুলসী ,বালতি,করেন,প্রমাণ,বকুল,নরম,চরকি,,,আনাজ,মানতেই,কদম,নেতারা,সরক,সেবন,,এলাকা,,নীতি,মাতাল,জলপনা,আনুমতি,গোপাল,কলম,বাক্য,তারকা,আমরা,,,,তুলসী,বালতি,করম,প্রমাণ,কবুল,নরম,,,,,,দকম,তেনারা,,বাসন,ঘটনা,একলা,,তিনি,মাতাল,জলপান,অনুমিত
3.36,গোলাপ,কলম,বাক্য,তারকা, আমরা,তালিম,মাথায়,মকর,তুলসী ,বালতি,করেন,প্রমাণ,বকুল,নরম,চরকি,তাকালো,ধরণ,আনাজ,মানতেই,কদম,নেতারা,সর্তক,সেবন,ঘটনাটি,এলাকা,বিবণ,নীতি,মাতাল,জলপানা,অনুমতি,গোলাপ ,কমল,বাক্য,কাতার,আমরা,তামিল,থামায়,রকম,শীতল,বালিতি,,প্রমাণ,কবুল,মরন,চাকরি,কাতলা,নধর,আজান,মাতানায়ে,দমক,তেনারা,সৈকত,বসন,ঘণ্টাটি,একলা,বিরবর্ণ,তিনি,তমাল,জলপান,অনুমিত
3.37,গোপাল,কলম,বাক্য, তারকা,আমরা,তালিম,মাথার,মকর,তুলসী,বালতি,করেন,প্রিমাণ,বকুল,নরম,চরকি,তাকলো,ধরণ,আনজ,মানতেই,কদম,নেতারা,সতরক,সেবন,ঘটনাটি,এলাকা,বিবরিন,নীতি,মাতাল,জলপনা,অনুমতি,গোলাপ ,কমল,কাব্য,কাতার,আরাম,আমিল,থামায়,রকম,শীতল,বাতিল,কনের,প্রণাম,কবুল,মরন,চাকরি,কাতলা,নধর,আজান,মাতায়েন,দমক,তেনারা,সৈকত,বকসন,ঘণ্টাটি,একলা,বিরনন,তিনি,তমাল,জলপান,তনুমিত
3.38,গোপাল,কমল,বাক্য,তারকা,আমার,তালিম,মাথায়,মকর,তুলসী,বালতি,করেন,প্রমাণ,বকুল,মাধ্যমে ,চরকি,তাকালো,ধরণ,আনাজ,মানতেই,কদম,নেতারা,সতর্ক,সেবন,ঘটনাটি,একেলা,বিবরণ,নীতি,মাতাল,জলপনা,অনুমতি,গোলাপ ,কলম,কাব্য,কাতার,আরাম,তামিল,থামায়,রকম,শীতল,বাতিল,করেন,প্রণাম,কবুল,মরন,চারকি,তাকলা,নধর,আজান,মাতানয়ে,দমক,তেনারা,সৈকত,ব্যাসন,ঘণ্টাটি,একলা,বিরবর্ণ,তিনি,তমাল,জলপান,তনুমিত
3.39,গোপাল,কলম,বাক্য,তরকা,আমরা,তালিম,মাথার,মকর,তরসুত,বাক্ত,করেন,প্রান্মা,বকুল,নরম,পক্তি,তাকলো,ধরণ,আনাজ,মানতে,কদম,দেকতা,সক্ত,সবন,ঘটনাটি,এলাকায়,বিনপ,নীতি,মাতাল,জলপানা,তনুমিত,গোলাপ ,কমল,বাক্য,কাতার,আরাম,রাতিন,থামায়,রকম,শীতল,বাতিল,কনের,পনু,করি,মরন,চাকরি,কাতলা,মনর,আজন,মাতায়ে,দমক,তমরা,সুকুর,বাসনও,ঘনটা,একলা,বিক্রয়ে,তিনি,তমলা,জলপান,তনুমিত
3.4,গোপাল,কলম,পত্রিকা,তারকা,আমরা,তালিম,মাথায়,মকর,তুলসী,বালতি,করেন ,প্রমাণ,বকুল,নরম,চরকি,তাকলো,ধরণ,আনাজ,মানতে,কদম,নেতারা,সর্তক,সেবন,ঘণ্টাটি,এলাকা,বিপণ,নীতি,মাতাল,জলপানা,অনুমতি,গোপাল,কলম,কাকজ,কাতার,আরাম,তালমিল,থামায়,রকম,শিতিল,বাতিল,করেন,প্রমাণ,কবুল,মরন,চাকির,কাতলা,নধর,আজান,মাতায়ে,,তেনারা,সৈকত,বাসন,ঘটনাটি,একলা,বিসরণ,তিনি,তমাল,জলপানা,তনুমিত
3.40,গোপাল,কলম,বাক্য,তারকা,আমরা,তালিম,মাথায়,মকল,তুলসী,বালতি,করেন,প্রমাণ,বকুল,নরম,চরকি,তাকালো,ধরণ,আনাজ,মাতনেই,কদম,নেতারা,সতর্ক,সেবন,ঘটনাটি,একালা,বিবরণ,নীতি,মাতাল,জলপন,অনুমতি,গোলাপ ,কমল,কাব্য,কাতার,আরাম,আমিল,থামায়,রকম,শীতল,বাতিল,কনের,প্রণাম,কবুল,মরন,চাকরি,কাতলা,নসর,আজান,মাতানয়ে,দমক,তেনারা,সৈকত,বাসন,ঘণ্টাটি,একলা,বিবরণ,তিনি,তমাল,জলপান,অনুমতি
3.41,গোপাল,কলম,বাক্য,তারকা,আমরা,তালিম,মাথায়,মকর,টুলটি,বালতি,করেন,প্রমাণ,বকুল,নম,চরিকি,তাকালো,ধরণ,অনায়ে,মান,কদম,নেতারা,সাতিকি,সেবান,ঘটনাটি,এলাকা,,নীতি,মাতাল,জলপনা,তনুমাতি,গোলপ,কমল,কব্য,কাতার,অরাম,তামিল,থামায়,রকম,শীতল,বাতিল,কনের,প্রণাম,কবুল,মরন,চাকরি,কাতাল,নিধার,অজান,মাতানি,দমক,তেনারা,সকট,বেসন,,একলা,বিবিরাণ,তিনি,আমাল,জলপান,তনুমতি
3.42,গোপাল,কমল,বাক্য,তারক,আমর,তালুম,মাথায়,মকর,তুলসী,বলতি,করেন,সিমানি,কলুল,নিরম,চরকি,তাকালো,ভরণ,আনাজ,আমানতি,কদম,নেতারা,সিতুক,সেবন,ঘটিনাটি,এলাকা,বিবণ,নীতি,মাতালো,জলপান,আনুসতি,গোলাপ ,কমল,ক্যাবন,কাতার,আরাম,তামিল,থাকার,রাখাম,শীত,কতিল,কনির,পন্নম,কবুল,মরন,চকনি,কাতলা,নিভার,এজান,মাতানি,দমক,তেনারা,সকত,বসন,ঘরসতি,অকলা,বিবন,তিনি,তমাল,ঝরপাং,আনুমিত
3.43,গোপাল,কলম,বাক্য,তরকার,আমরা,তামিল,মাথায়,মকার,তুলসী,বালতি,করেন,প্রমাণ,বকুল,নরম,চরকি,তাকালো,ধরণ,আনজ,মনতেই,কদম,নেতারা,সকর,তেবান,ঝটনাটি,এলাকা,বিরবান,নীতি,মাতাল,জলপানা,অতনুমতি,গোপাল,কমল,কবিত,কাতর,আরাম,তামিল,থামায়,রকম,শীতল,বালতি,করেন,প্রমাণ,কবুল,রনর,চারকি,কালি,নধর,আজন,মাতাল,দামক,তেনারা,সৈকত,বকর,ঘটিন,একথা,বিবরানি,তিনি,আমাল,জলপান,অনুমিত
3.45,গোপাল,কলম,বাক্য,তারকা,আমরা,তালিম,মাথার,মকর,তুলসী,বালতি,করেন,প্রিমাণ,বকুল,নরম,চরকি,তাকালো,ধরণ,আনাজ,মানতেই,কদম,নেতারা,সতরক,সেবন,ঘটিনাটি,এলাকা,বিবণ,নিতে,মাতাল,জলপানা,অতুমতি,গোলাপ,কমল,কাব্র,কাতার,আরাম,তামিল,থামায়,রকম,শিতলো,বাতিল,কনের,প্রিনাম,তুল,মরন,চাকরি,কাতলা,নধরর,আজান,মাতানেই,দমক,তেনারা,সৈকত,বাসন,ঘণ্টাটি,একলা,বিবরণ,তিনি,তমাল,জলপান,অনুমিত
3.46,গোপাল,কলম,বাক্য,তারকা,আমরা,তালিম,মাথায়,মুকর,তুলসী,বালতি,করেন,প্রমাণ,বকুল,নিরম,চরি,তাকালো,ধরণ,আনাজ,মানতেই,,নেতারা,সরক,সেবান,ঘটিনাটি,একলা,বিগণ,নীতি,মাতাল,জলপানা,আনমতি,গোপাল,কমল,কাব্য,কাতার,আরাম,তামিল,মাথায়ে,রকম,শীতল,বাতিল,কনের,প্রমাণ,কবিল,মোরোন,চাকরি,কাতলা,নধর,আজন,মাতানোই,দকম,তেনারা,সেইত,ব্যাকুল,ঘনটি,একলা,বিবরণ,তিনি,তমাল,জলপান,অনুমিত
3.47,কপাল,কলম,বাক্য,তরাক,আমরা,তিলিম,মাথায়,মকর,তলসী,বালোতি,করেন,প্রমাণ,বকুল,নরম,চরকি,তাকালো,ধরণ,আনাজ,মিনায়েতে,কদম,নেতারা,সর্তক,সবেন,ঘটনি,এলকা,বিমস,মতনি,মাতাল,জলনা,অনমি,গোলাপ,কমল,বাবা,কাতার,আরাম,তমিল,থালায়,রকম,শীতল,বিতিল,কনের,প্রমাণ,কবিল,মরন,চাকরি,কাতলা,নধর,অজান,মতনি,দমক,তেদারা,জকত,বসন,ঘটনি,একলা,বরণ,তুনি,তমাল,জলাপন,অমিত
3.48,গোপাল,কলম,বাক্য,তরকা,আমরা,তলিম,মাথায়,মকর,তুলসী,বলতি,করুন,প্রমাণ,বকুল,নরম,চবকি,তাকালো,ধরণ,অনজ,মনতয়ে,কম,নেতারা,মুকতি,সবন,জটনাটি,একালা,ববনত,নীতি,মাতাল,বচল,আমনতু,গোলাপ,কমল,কাব্য,কাতার,আরাম,আমিল,থামায়,দকম,শীত,বাতিল,কোনোর,প্রমাণ,কবুল,মরন,চাকিবি,কালতা,নধর,অজান,মাতাই,দমক,তনরা,একতাত,বাসন,জটনটি,একলা,ববরণ,তিনি,আমাল,জলপান,তনুমিত
3.49,পঙ্গপাল,কলম,বাক্য,তারকা,আমরা,তালিম,মাথায়,মকর,তুলসী,বালতি,করেন,প্রমাণ,বকুল,নরম,চরিকি,তাকালো,ধরণ,আনাজ,মানতেই,কদম,নেতারা,সতকি,সেবন,ঘটিনাটি,এলাকা,বিপণ,নীতি,মাতাল,জলপনা,অনুমতি,গোলাপ,কমল,বাক্য,কাতার,আরাম,তামিল,থামায়,রকম,শীতল,বাতিল,কনের,প্রণাম,কবুল,মরন,চাকরি,কাতলা,নধর,আজান,মাতায়েনয়ে,দমক,তেনারা,সৈকত,বাসন,ঘটনাটি,একালা,বিবরণ,তিনি,তমলা,জলপান,অনুমিত
3.5,গোপাল,কমল,বাঙ্ক,তারাকা,আমার,তালিম,মাথায়,মকর,তুলসী,বালতি,করেন,প্রমোণ,বকুল,নরম,চারকি,তাকালো,ধারাণ,আনাজ,মানতে,কদম,নেতারা,সেকর,সেবান,ঘট,আলককা,বিরন,নীতি,মাতোল,জলপান,আনুমতি,গোপাল,কলম,বাঙ্ক,কাতার,আমার,তামিল,থামায়,রকম,শীতল,বালতি,কনর,প্রাণাম,কবুল,মরান,চাকরি,কাতালা,নধর,আজান,মাথানিয়ে,দমক,তেনারা,সৈকত,বাসান,ঘটি,একলা,বিরাণ,তিনি,তামলা,জলপান,আনুমতি
3.50,গোপাল,কলম,বাক্য,তরকা,আমরা,তালিম,মাথায়,মুকুর,তুলসী,বালতি,করেন,প্রণাম,বকুল,নরম,চরকি,তাকালো,ধরণ,আনাজ,মানতেই,কদমো,নেতারা,সতর্ক,সেবোন,ঘটিনাটি,এলাকা,বিরন,নীতি,মাতাল,জলপনা,অনুমতি,গোলাপ,কমল,কাব্র,কাতর,আরাম,তলিম,থামায়,রকম,শীতল,বাতিল,কনের,প্রণাম,কবুল,মরন,চাকরি,কাতলা,নধর,অজান,মাতানোই,দমক,তেনারা,সৈকত,বাসন,ঘণ্টাটি,একলা,বিবরণ,তিনি,তমাল,জলপান,অনুমিত
3.51,গোপাল,কলম,বাক্য,তড়কা,আমরা,তালিম,মাথায়,মুখর,তুলসী,বালতি,করেন ,প্রমাণ,বকুল,নরম,চকচকে,তাকালো,ধরণ,আনাজ ,মানতেই,কদম,নেতারা,সতর্ক,সেবন,ঘটিনাটি,এলাকা,বিবর্ণ,নীতি,মাতাল,জলপনা,অনুমতি,গোলাপ,কলম,বাক্য,কাতার,আরাম,তালিম,থামায়,রকম,শীতল,বাতিল,কনের,প্রণাম,কবুল,নরম,চাকরি,কাতলা,নধর,আজান,মাতানোই,দমক,তেনারা,সৈকত,ব্যাসন,ঘণ্টাটি,একলা,বিবর্ণ,তিনি,তমাল,জলপান,অনুমিত
3.52,গোলাপ,কমল,বাক্য,তাকা,আমার,তাল,মাথা,মক,তুলসী,বালতি,করেন ,প্রমাণ,বকুল,নাম,চরকি,তাকালো,ধরণ,আজন,মানতেই,কদম,নেতারা,সতক,সবোন,ঘটনা,এলাকা,বিবন,নীতি,মাতাল,জলপান,অনুমতি,গোলাপ,কমল,বাক্য,করতার,আমার,আমুল,থামার,রকম,শীতলো,বাতাল,কনের,প্রণাম,বকুল,মরন,চাকরি,কাতলা,নধর,অজানা,মাতরায়ে,দমক,তেনারা,সৈকত,ব্যাসন,ঘনটি,একলা,,,,জলপান,অনুমতি
3.53,গোলাপ,কলম,বাক্য,তারকা,আমরা,তালিম,মাথায়,মকর,তুলসী,বালতি,করেন,প্রমাণ,বকুল,নরম,চরকি,তাকালো,ধরণ,আনাজ,মানতেই,কদম,নেতারা,সতর্ক,সেবন,ঘটনাটি,এলাকা,বিবর্ণ,নীতি,মাতাল,জলপানা,অনুমতি,গোলাপ,কমল,কাব্য,কাতার,আরাম,তামিল,থামায়,রকম,শীতল,বাতিল,কনের,প্রণাম,কবুল,মরন,চাকরি,কাতলা,নধর,আজান,মাতানই,দমক,তেনারা,সৈকত,ব্যাসন,ঘনটোটি,একলা,বিবর্ণ,তিনি,অমাল,জলপান,অনুমিত
3.54,গোপাল,কলম,বাক্য,তারকা,আমরা,তালিম,মাথায়,মকর,তুলসী,বালতি,করেন,প্রমাণ,বকুল,নরম,চরকি,তাকালো,ধরণ,আনাজ,মানতেই,কদম,নেতারা,সতর্ক,সেবান,ঘটনাটি,এলাকা,বিবর্ণ,নীতি,মাতাল,জলপনা,অনুমতি,গোলাপ,কমল,কাব্য,কাতার,আরাম,তামিল,থামায়,রকম,শীতল,বাতিল,কনের,প্রণাম,কবুল,মরন,চাকরি,কাতলা,নধর,আজান,মাতানোই,দমক,তেনারা,সৈকত,ব্যাসন,ঘণ্টাটি,একলা,বিবরণ,তিনি,তমাল,জলপান,অনুমতি
3.55,গোপাল,কলম,বাক্য,তারকা,আমরা,তালিম,মাথায়,মকর,তুলসী,বালতি,করেন,প্রমাণ,বকুল,নরম,চরকি,তালোকা,ধরণ,আনাজ,মানতেই,কদম,নেতারা,সতর্ক,সেবান,ঘটনাটি,এলাকা,বিবর্ণ,নীতি,মাতাল,জলপনা,অনুমতি,গোলাপ,কমল,কাব্য,কাতার,আরাম,তামিল,থামায়,রকম,শীতল,বাতিল,কনের,প্রমাণ,কবুল,মরন,চাকরি,কাতলা,নধর,আজান,মাতানেই,দমক,তেনারা,সৈকত,ব্যাসন,ঘটনাটি,একলা,বিভরন,তিনি,তমাল,জলপান,অনুমিত
